context_name,context_frame,camera_id,image_index,condition
10023947602400723454_1120_000_1140_000,1552440203962552,1,88,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440203962552,2,89,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440207762621,0,90,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440207762621,1,91,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440207762621,2,92,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208162619,0,93,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440208162619,1,94,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208162619,2,95,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208362613,0,96,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440208362613,1,97,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208362613,2,98,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208562580,0,99,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440208562580,1,100,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208562580,2,101,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208962571,0,102,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440208962571,1,103,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440208962571,2,104,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440212762544,0,105,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440212762544,1,106,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440212762544,2,107,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213162514,0,108,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440213162514,1,109,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213162514,2,110,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213362519,0,111,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440213362519,1,112,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213362519,2,113,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213562524,0,114,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440213562524,1,115,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213562524,2,116,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213962499,0,117,"Day,Clear"
10023947602400723454_1120_000_1140_000,1552440213962499,1,118,"Day,Rainy"
10023947602400723454_1120_000_1140_000,1552440213962499,2,119,"Day,Rainy"
1005081002024129653_5313_150_5333_150,1510593602540538,0,120,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593602540538,1,121,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593602540538,2,122,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593602940141,0,123,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593602940141,1,124,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593602940141,2,125,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603139948,0,126,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603139948,1,127,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603139948,2,128,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603339816,0,129,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603339816,1,130,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603339816,2,131,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603739758,0,132,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603739758,1,133,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593603739758,2,134,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593607540181,0,135,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593607540181,1,136,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593607540181,2,137,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593607939971,0,138,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593607939971,1,139,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593607939971,2,140,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608139858,0,141,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608139858,1,142,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608139858,2,143,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608339754,0,144,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608339754,1,145,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608339754,2,146,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608739771,0,147,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608739771,1,148,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593608739771,2,149,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593612540090,0,150,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593612540090,1,151,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593612540090,2,152,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593612940196,0,153,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593612940196,1,154,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593612940196,2,155,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613140287,0,156,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613140287,1,157,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613140287,2,158,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613340300,0,159,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613340300,1,160,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613340300,2,161,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613740358,0,162,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613740358,1,163,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593613740358,2,164,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593617540294,0,165,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593617540294,1,166,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593617540294,2,167,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593617940232,0,168,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593617940232,1,169,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593617940232,2,170,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618140166,0,171,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618140166,1,172,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618140166,2,173,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618340205,0,174,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618340205,1,175,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618340205,2,176,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618740179,0,177,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618740179,1,178,"Day,Clear"
1005081002024129653_5313_150_5333_150,1510593618740179,2,179,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933154425267,0,180,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933154425267,1,181,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933154425267,2,182,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933154823844,0,183,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933154823844,1,184,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933154823844,2,185,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155023096,0,186,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155023096,1,187,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155023096,2,188,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155222392,0,189,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155222392,1,190,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155222392,2,191,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155621201,0,192,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155621201,1,193,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933155621201,2,194,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933159419628,0,195,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933159419628,1,196,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933159419628,2,197,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933159819792,0,198,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933159819792,1,199,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933159819792,2,200,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160019910,0,201,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160019910,1,202,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160019910,2,203,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160219960,0,204,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160219960,1,205,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160219960,2,206,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160620090,0,207,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160620090,1,208,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933160620090,2,209,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933164419581,0,210,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933164419581,1,211,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933164419581,2,212,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933164819536,0,213,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933164819536,1,214,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933164819536,2,215,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165019530,0,216,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165019530,1,217,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165019530,2,218,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165219538,0,219,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165219538,1,220,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165219538,2,221,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165619549,0,222,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933165619549,1,223,"Day,Rainy"
10061305430875486848_1080_000_1100_000,1552933165619549,2,224,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933169422623,0,225,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933169422623,1,226,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933169422623,2,227,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933169822676,0,228,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933169822676,1,229,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933169822676,2,230,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170022694,0,231,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170022694,1,232,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170022694,2,233,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170222726,0,234,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170222726,1,235,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170222726,2,236,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170622706,0,237,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170622706,1,238,"Day,Clear"
10061305430875486848_1080_000_1100_000,1552933170622706,2,239,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696052686347,0,240,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696052686347,1,241,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696052686347,2,242,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053087827,0,243,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053087827,1,244,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053087827,2,245,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053489057,0,246,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053489057,1,247,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053489057,2,248,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053890178,0,249,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053890178,1,250,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696053890178,2,251,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696057693903,0,252,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696057693903,1,253,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696057693903,2,254,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058093949,0,255,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058093949,1,256,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058093949,2,257,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058293912,0,258,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058293912,1,259,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058293912,2,260,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058493881,0,261,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058493881,1,262,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058493881,2,263,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058893820,0,264,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058893820,1,265,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696058893820,2,266,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696062693771,0,267,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696062693771,1,268,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696062693771,2,269,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063093783,0,270,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063093783,1,271,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063093783,2,272,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063293761,0,273,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063293761,1,274,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063293761,2,275,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063493785,0,276,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063493785,1,277,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063493785,2,278,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063893795,0,279,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063893795,1,280,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696063893795,2,281,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696067693731,0,282,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696067693731,1,283,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696067693731,2,284,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068093746,0,285,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068093746,1,286,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068093746,2,287,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068293759,0,288,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068293759,1,289,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068293759,2,290,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068493800,0,291,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068493800,1,292,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068493800,2,293,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068893815,0,294,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068893815,1,295,"Day,Clear"
10072140764565668044_4060_000_4080_000,1552696068893815,2,296,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741644518266,0,297,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741644518266,1,298,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741644518266,2,299,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741644918034,0,300,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741644918034,1,301,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741644918034,2,302,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741645117999,0,303,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741645117999,1,304,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741645117999,2,305,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741645318015,0,306,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741645318015,1,307,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741645318015,2,308,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741645718133,0,309,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741645718133,1,310,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741645718133,2,311,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741649518549,0,312,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741649518549,1,313,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741649518549,2,314,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741649918392,0,315,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741649918392,1,316,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741649918392,2,317,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741650118313,0,318,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741650118313,1,319,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741650118313,2,320,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741650318277,0,321,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741650318277,1,322,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741650318277,2,323,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741650718096,0,324,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741650718096,1,325,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741650718096,2,326,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741654518489,0,327,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741654518489,1,328,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741654518489,2,329,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741654918357,0,330,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741654918357,1,331,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741654918357,2,332,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655118361,0,333,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655118361,1,334,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655118361,2,335,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741655318399,0,336,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655318399,1,337,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655318399,2,338,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655718562,0,339,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655718562,1,340,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741655718562,2,341,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741659518668,0,342,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741659518668,1,343,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741659518668,2,344,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741659918571,0,345,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741659918571,1,346,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741659918571,2,347,"Day,Rainy"
10072231702153043603_5725_000_5745_000,1521741660118539,0,348,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660118539,1,349,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660118539,2,350,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660318503,0,351,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660318503,1,352,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660318503,2,353,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660718366,0,354,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660718366,1,355,"Day,Clear"
10072231702153043603_5725_000_5745_000,1521741660718366,2,356,"Day,Rainy"
10075870402459732738_1060_000_1080_000,1550088694687865,0,357,"Day,Rainy"
10075870402459732738_1060_000_1080_000,1550088694687865,1,358,"Day,Rainy"
10075870402459732738_1060_000_1080_000,1550088694687865,2,359,"Day,Rainy"
10075870402459732738_1060_000_1080_000,1550088695085206,0,360,"Day,Rainy"
10075870402459732738_1060_000_1080_000,1550088695085206,1,361,"Day,Rainy"
10075870402459732738_1060_000_1080_000,1550088695085206,2,362,"Day,Rainy"
10075870402459732738_1060_000_1080_000,1550088695283930,0,363,"Day,Rainy"
