image_index,context_name,context_frame,camera_id,condition
42,10017090168044687777_6380_000_6400_000,1550083480849177,0,"Day,Rainy"
43,10017090168044687777_6380_000_6400_000,1550083480849177,1,"Day,Rainy"
44,10017090168044687777_6380_000_6400_000,1550083480849177,2,"Day,Rainy"
45,10017090168044687777_6380_000_6400_000,1550083484648835,0,"Day,Rainy"
46,10017090168044687777_6380_000_6400_000,1550083484648835,1,"Day,Rainy"
47,10017090168044687777_6380_000_6400_000,1550083484648835,2,"Day,Rainy"
48,10017090168044687777_6380_000_6400_000,1550083485048877,0,"Day,Rainy"
49,10017090168044687777_6380_000_6400_000,1550083485048877,1,"Day,Rainy"
50,10017090168044687777_6380_000_6400_000,1550083485048877,2,"Day,Rainy"
51,10017090168044687777_6380_000_6400_000,1550083485248890,0,"Day,Rainy"
52,10017090168044687777_6380_000_6400_000,1550083485248890,1,"Day,Rainy"
53,10017090168044687777_6380_000_6400_000,1550083485248890,2,"Day,Rainy"
54,10017090168044687777_6380_000_6400_000,1550083485448845,0,"Day,Rainy"
55,10017090168044687777_6380_000_6400_000,1550083485448845,1,"Day,Rainy"
56,10017090168044687777_6380_000_6400_000,1550083485448845,2,"Day,Rainy"
57,10017090168044687777_6380_000_6400_000,1550083485848817,0,"Day,Rainy"
58,10017090168044687777_6380_000_6400_000,1550083485848817,1,"Day,Rainy"
59,10017090168044687777_6380_000_6400_000,1550083485848817,2,"Day,Rainy"
60,10023947602400723454_1120_000_1140_000,1552440197761529,0,"Day,Sunny"
61,10023947602400723454_1120_000_1140_000,1552440197761529,1,"Day,Sunny"
62,10023947602400723454_1120_000_1140_000,1552440197761529,2,"Day,Sunny"
63,10023947602400723454_1120_000_1140_000,1552440198161543,0,"Day,Sunny"
64,10023947602400723454_1120_000_1140_000,1552440198161543,1,"Day,Sunny"
65,10023947602400723454_1120_000_1140_000,1552440198161543,2,"Day,Sunny"
66,10023947602400723454_1120_000_1140_000,1552440198361627,0,"Day,Sunny"
67,10023947602400723454_1120_000_1140_000,1552440198361627,1,"Day,Sunny"
68,10023947602400723454_1120_000_1140_000,1552440198361627,2,"Day,Sunny"
69,10023947602400723454_1120_000_1140_000,1552440198561742,0,"Day,Sunny"
70,10023947602400723454_1120_000_1140_000,1552440198561742,1,"Day,Snowy"
71,10023947602400723454_1120_000_1140_000,1552440198561742,2,"Day,Sunny"
72,10023947602400723454_1120_000_1140_000,1552440198962023,0,"Day,Sunny"
73,10023947602400723454_1120_000_1140_000,1552440198962023,1,"Day,Snowy"
74,10023947602400723454_1120_000_1140_000,1552440198962023,2,"Day,Sunny"
75,10023947602400723454_1120_000_1140_000,1552440202762508,0,"Day,Sunny"
76,10023947602400723454_1120_000_1140_000,1552440202762508,1,"Day,Sunny"
77,10023947602400723454_1120_000_1140_000,1552440202762508,2,"Day,Sunny"
78,10023947602400723454_1120_000_1140_000,1552440203162558,0,"Day,Sunny"
79,10023947602400723454_1120_000_1140_000,1552440203162558,1,"Day,Sunny"
80,10023947602400723454_1120_000_1140_000,1552440203162558,2,"Day,Sunny"
81,10023947602400723454_1120_000_1140_000,1552440203362569,0,"Day,Sunny"
82,10023947602400723454_1120_000_1140_000,1552440203362569,1,"Day,Sunny"
83,10023947602400723454_1120_000_1140_000,1552440203362569,2,"Day,Sunny"
84,10023947602400723454_1120_000_1140_000,1552440203562534,0,"Day,Sunny"
85,10023947602400723454_1120_000_1140_000,1552440203562534,1,"Day,Sunny"
86,10023947602400723454_1120_000_1140_000,1552440203562534,2,"Day,Sunny"
87,10023947602400723454_1120_000_1140_000,1552440203962552,0,"Day,Sunny"
88,10023947602400723454_1120_000_1140_000,1552440203962552,1,"Day,Sunny"
89,10023947602400723454_1120_000_1140_000,1552440203962552,2,"Day,Sunny"
90,10023947602400723454_1120_000_1140_000,1552440207762621,0,"Day,Sunny"
91,10023947602400723454_1120_000_1140_000,1552440207762621,1,"Day,Sunny"
92,10023947602400723454_1120_000_1140_000,1552440207762621,2,"Day,Sunny"
93,10023947602400723454_1120_000_1140_000,1552440208162619,0,"Day,Sunny"
94,10023947602400723454_1120_000_1140_000,1552440208162619,1,"Day,Sunny"
95,10023947602400723454_1120_000_1140_000,1552440208162619,2,"Day,Sunny"
96,10023947602400723454_1120_000_1140_000,1552440208362613,0,"Day,Sunny"
97,10023947602400723454_1120_000_1140_000,1552440208362613,1,"Day,Sunny"
98,10023947602400723454_1120_000_1140_000,1552440208362613,2,"Day,Sunny"
99,10023947602400723454_1120_000_1140_000,1552440208562580,0,"Day,Sunny"
100,10023947602400723454_1120_000_1140_000,1552440208562580,1,"Day,Sunny"
101,10023947602400723454_1120_000_1140_000,1552440208562580,2,"Day,Sunny"
102,10023947602400723454_1120_000_1140_000,1552440208962571,0,"Day,Sunny"
103,10023947602400723454_1120_000_1140_000,1552440208962571,1,"Day,Sunny"
104,10023947602400723454_1120_000_1140_000,1552440208962571,2,"Day,Sunny"
105,10023947602400723454_1120_000_1140_000,1552440212762544,0,"Day,Sunny"
106,10023947602400723454_1120_000_1140_000,1552440212762544,1,"Day,Sunny"
107,10023947602400723454_1120_000_1140_000,1552440212762544,2,"Day,Sunny"
108,10023947602400723454_1120_000_1140_000,1552440213162514,0,"Day,Sunny"
109,10023947602400723454_1120_000_1140_000,1552440213162514,1,"Day,Sunny"
110,10023947602400723454_1120_000_1140_000,1552440213162514,2,"Day,Sunny"
111,10023947602400723454_1120_000_1140_000,1552440213362519,0,"Day,Sunny"
112,10023947602400723454_1120_000_1140_000,1552440213362519,1,"Day,Sunny"
113,10023947602400723454_1120_000_1140_000,1552440213362519,2,"Day,Sunny"
114,10023947602400723454_1120_000_1140_000,1552440213562524,0,"Day,Sunny"
115,10023947602400723454_1120_000_1140_000,1552440213562524,1,"Day,Sunny"
116,10023947602400723454_1120_000_1140_000,1552440213562524,2,"Day,Sunny"
117,10023947602400723454_1120_000_1140_000,1552440213962499,0,"Day,Sunny"
118,10023947602400723454_1120_000_1140_000,1552440213962499,1,"Day,Sunny"
119,10023947602400723454_1120_000_1140_000,1552440213962499,2,"Day,Sunny"
120,1005081002024129653_5313_150_5333_150,1510593602540538,0,"Day,Sunny"
121,1005081002024129653_5313_150_5333_150,1510593602540538,1,"Day,Sunny"
122,1005081002024129653_5313_150_5333_150,1510593602540538,2,"Day,Sunny"
123,1005081002024129653_5313_150_5333_150,1510593602940141,0,"Day,Sunny"
124,1005081002024129653_5313_150_5333_150,1510593602940141,1,"Day,Sunny"
125,1005081002024129653_5313_150_5333_150,1510593602940141,2,"Day,Sunny"
126,1005081002024129653_5313_150_5333_150,1510593603139948,0,"Day,Sunny"
127,1005081002024129653_5313_150_5333_150,1510593603139948,1,"Day,Sunny"
128,1005081002024129653_5313_150_5333_150,1510593603139948,2,"Day,Sunny"
129,1005081002024129653_5313_150_5333_150,1510593603339816,0,"Day,Sunny"
130,1005081002024129653_5313_150_5333_150,1510593603339816,1,"Day,Sunny"
131,1005081002024129653_5313_150_5333_150,1510593603339816,2,"Day,Sunny"
132,1005081002024129653_5313_150_5333_150,1510593603739758,0,"Day,Sunny"
133,1005081002024129653_5313_150_5333_150,1510593603739758,1,"Day,Sunny"
134,1005081002024129653_5313_150_5333_150,1510593603739758,2,"Day,Snowy"
135,1005081002024129653_5313_150_5333_150,1510593607540181,0,"Day,Sunny"
136,1005081002024129653_5313_150_5333_150,1510593607540181,1,"Day,Sunny"
137,1005081002024129653_5313_150_5333_150,1510593607540181,2,"Day,Sunny"
138,1005081002024129653_5313_150_5333_150,1510593607939971,0,"Day,Sunny"
139,1005081002024129653_5313_150_5333_150,1510593607939971,1,"Day,Sunny"
140,1005081002024129653_5313_150_5333_150,1510593607939971,2,"Day,Sunny"
141,1005081002024129653_5313_150_5333_150,1510593608139858,0,"Day,Cloudy"
142,1005081002024129653_5313_150_5333_150,1510593608139858,1,"Day,Sunny"
143,1005081002024129653_5313_150_5333_150,1510593608139858,2,"Day,Sunny"
144,1005081002024129653_5313_150_5333_150,1510593608339754,0,"Day,Sunny"
145,1005081002024129653_5313_150_5333_150,1510593608339754,1,"Day,Cloudy"
146,1005081002024129653_5313_150_5333_150,1510593608339754,2,"Day,Sunny"
147,1005081002024129653_5313_150_5333_150,1510593608739771,0,"Day,Sunny"
148,1005081002024129653_5313_150_5333_150,1510593608739771,1,"Day,Sunny"
149,1005081002024129653_5313_150_5333_150,1510593608739771,2,"Day,Sunny"
150,1005081002024129653_5313_150_5333_150,1510593612540090,0,"Day,Sunny"
151,1005081002024129653_5313_150_5333_150,1510593612540090,1,"Day,Sunny"
152,1005081002024129653_5313_150_5333_150,1510593612540090,2,"Day,Sunny"
153,1005081002024129653_5313_150_5333_150,1510593612940196,0,"Day,Sunny"
154,1005081002024129653_5313_150_5333_150,1510593612940196,1,"Day,Sunny"
155,1005081002024129653_5313_150_5333_150,1510593612940196,2,"Day,Snowy"
156,1005081002024129653_5313_150_5333_150,1510593613140287,0,"Day,Sunny"
157,1005081002024129653_5313_150_5333_150,1510593613140287,1,"Day,Sunny"
158,1005081002024129653_5313_150_5333_150,1510593613140287,2,"Day,Snowy"
159,1005081002024129653_5313_150_5333_150,1510593613340300,0,"Day,Sunny"
160,1005081002024129653_5313_150_5333_150,1510593613340300,1,"Day,Sunny"
161,1005081002024129653_5313_150_5333_150,1510593613340300,2,"Day,Snowy"
162,1005081002024129653_5313_150_5333_150,1510593613740358,0,"Day,Sunny"
163,1005081002024129653_5313_150_5333_150,1510593613740358,1,"Day,Sunny"
164,1005081002024129653_5313_150_5333_150,1510593613740358,2,"Day,Snowy"
165,1005081002024129653_5313_150_5333_150,1510593617540294,0,"Day,Sunny"
166,1005081002024129653_5313_150_5333_150,1510593617540294,1,"Day,Sunny"
167,1005081002024129653_5313_150_5333_150,1510593617540294,2,"Day,Sunny"
168,1005081002024129653_5313_150_5333_150,1510593617940232,0,"Day,Sunny"
169,1005081002024129653_5313_150_5333_150,1510593617940232,1,"Day,Sunny"
170,1005081002024129653_5313_150_5333_150,1510593617940232,2,"Day,Sunny"
171,1005081002024129653_5313_150_5333_150,1510593618140166,0,"Day,Sunny"
172,1005081002024129653_5313_150_5333_150,1510593618140166,1,"Day,Sunny"
173,1005081002024129653_5313_150_5333_150,1510593618140166,2,"Day,Sunny"
174,1005081002024129653_5313_150_5333_150,1510593618340205,0,"Day,Sunny"
175,1005081002024129653_5313_150_5333_150,1510593618340205,1,"Day,Sunny"
176,1005081002024129653_5313_150_5333_150,1510593618340205,2,"Day,Sunny"
177,1005081002024129653_5313_150_5333_150,1510593618740179,0,"Day,Sunny"
178,1005081002024129653_5313_150_5333_150,1510593618740179,1,"Day,Sunny"
179,1005081002024129653_5313_150_5333_150,1510593618740179,2,"Day,Sunny"
180,10061305430875486848_1080_000_1100_000,1552933154425267,0,"Day,Sunny"
181,10061305430875486848_1080_000_1100_000,1552933154425267,1,"Day,Sunny"
182,10061305430875486848_1080_000_1100_000,1552933154425267,2,"Day,Sunny"
183,10061305430875486848_1080_000_1100_000,1552933154823844,0,"Day,Sunny"
184,10061305430875486848_1080_000_1100_000,1552933154823844,1,"Day,Sunny"
185,10061305430875486848_1080_000_1100_000,1552933154823844,2,"Day,Sunny"
186,10061305430875486848_1080_000_1100_000,1552933155023096,0,"Day,Sunny"
187,10061305430875486848_1080_000_1100_000,1552933155023096,1,"Day,Sunny"
188,10061305430875486848_1080_000_1100_000,1552933155023096,2,"Day,Sunny"
189,10061305430875486848_1080_000_1100_000,1552933155222392,0,"Day,Sunny"
190,10061305430875486848_1080_000_1100_000,1552933155222392,1,"Day,Sunny"
191,10061305430875486848_1080_000_1100_000,1552933155222392,2,"Day,Sunny"
192,10061305430875486848_1080_000_1100_000,1552933155621201,0,"Day,Sunny"
193,10061305430875486848_1080_000_1100_000,1552933155621201,1,"Day,Sunny"
194,10061305430875486848_1080_000_1100_000,1552933155621201,2,"Day,Sunny"
195,10061305430875486848_1080_000_1100_000,1552933159419628,0,"Day,Sunny"
196,10061305430875486848_1080_000_1100_000,1552933159419628,1,"Day,Sunny"
197,10061305430875486848_1080_000_1100_000,1552933159419628,2,"Day,Sunny"
198,10061305430875486848_1080_000_1100_000,1552933159819792,0,"Day,Sunny"
199,10061305430875486848_1080_000_1100_000,1552933159819792,1,"Day,Sunny"
200,10061305430875486848_1080_000_1100_000,1552933159819792,2,"Day,Sunny"
201,10061305430875486848_1080_000_1100_000,1552933160019910,0,"Day,Sunny"
202,10061305430875486848_1080_000_1100_000,1552933160019910,1,"Day,Sunny"
203,10061305430875486848_1080_000_1100_000,1552933160019910,2,"Day,Sunny"
204,10061305430875486848_1080_000_1100_000,1552933160219960,0,"Day,Sunny"
205,10061305430875486848_1080_000_1100_000,1552933160219960,1,"Day,Sunny"
206,10061305430875486848_1080_000_1100_000,1552933160219960,2,"Day,Sunny"
207,10061305430875486848_1080_000_1100_000,1552933160620090,0,"Day,Sunny"
208,10061305430875486848_1080_000_1100_000,1552933160620090,1,"Day,Sunny"
209,10061305430875486848_1080_000_1100_000,1552933160620090,2,"Day,Sunny"
210,10061305430875486848_1080_000_1100_000,1552933164419581,0,"Day,Sunny"
211,10061305430875486848_1080_000_1100_000,1552933164419581,1,"Day,Sunny"
212,10061305430875486848_1080_000_1100_000,1552933164419581,2,"Day,Sunny"
213,10061305430875486848_1080_000_1100_000,1552933164819536,0,"Day,Sunny"
214,10061305430875486848_1080_000_1100_000,1552933164819536,1,"Day,Sunny"
215,10061305430875486848_1080_000_1100_000,1552933164819536,2,"Day,Sunny"
216,10061305430875486848_1080_000_1100_000,1552933165019530,0,"Day,Sunny"
217,10061305430875486848_1080_000_1100_000,1552933165019530,1,"Day,Sunny"
218,10061305430875486848_1080_000_1100_000,1552933165019530,2,"Day,Sunny"
219,10061305430875486848_1080_000_1100_000,1552933165219538,0,"Day,Sunny"
220,10061305430875486848_1080_000_1100_000,1552933165219538,1,"Day,Sunny"
221,10061305430875486848_1080_000_1100_000,1552933165219538,2,"Day,Sunny"
222,10061305430875486848_1080_000_1100_000,1552933165619549,0,"Day,Sunny"
223,10061305430875486848_1080_000_1100_000,1552933165619549,1,"Day,Sunny"
224,10061305430875486848_1080_000_1100_000,1552933165619549,2,"Day,Sunny"
225,10061305430875486848_1080_000_1100_000,1552933169422623,0,"Day,Sunny"
226,10061305430875486848_1080_000_1100_000,1552933169422623,1,"Day,Sunny"
227,10061305430875486848_1080_000_1100_000,1552933169422623,2,"Day,Sunny"
228,10061305430875486848_1080_000_1100_000,1552933169822676,0,"Day,Sunny"
229,10061305430875486848_1080_000_1100_000,1552933169822676,1,"Day,Sunny"
230,10061305430875486848_1080_000_1100_000,1552933169822676,2,"Day,Sunny"
231,10061305430875486848_1080_000_1100_000,1552933170022694,0,"Day,Sunny"
232,10061305430875486848_1080_000_1100_000,1552933170022694,1,"Day,Sunny"
233,10061305430875486848_1080_000_1100_000,1552933170022694,2,"Day,Sunny"
234,10061305430875486848_1080_000_1100_000,1552933170222726,0,"Day,Sunny"
235,10061305430875486848_1080_000_1100_000,1552933170222726,1,"Day,Sunny"
236,10061305430875486848_1080_000_1100_000,1552933170222726,2,"Day,Sunny"
237,10061305430875486848_1080_000_1100_000,1552933170622706,0,"Day,Sunny"
238,10061305430875486848_1080_000_1100_000,1552933170622706,1,"Day,Sunny"
239,10061305430875486848_1080_000_1100_000,1552933170622706,2,"Day,Sunny"
240,10072140764565668044_4060_000_4080_000,1552696052686347,0,"Day,Sunny"
241,10072140764565668044_4060_000_4080_000,1552696052686347,1,"Day,Sunny"
242,10072140764565668044_4060_000_4080_000,1552696052686347,2,"Day,Sunny"
243,10072140764565668044_4060_000_4080_000,1552696053087827,0,"Day,Sunny"
244,10072140764565668044_4060_000_4080_000,1552696053087827,1,"Day,Sunny"
245,10072140764565668044_4060_000_4080_000,1552696053087827,2,"Day,Sunny"
246,10072140764565668044_4060_000_4080_000,1552696053489057,0,"Day,Sunny"
247,10072140764565668044_4060_000_4080_000,1552696053489057,1,"Day,Sunny"
248,10072140764565668044_4060_000_4080_000,1552696053489057,2,"Day,Sunny"
249,10072140764565668044_4060_000_4080_000,1552696053890178,0,"Day,Sunny"
250,10072140764565668044_4060_000_4080_000,1552696053890178,1,"Day,Sunny"
251,10072140764565668044_4060_000_4080_000,1552696053890178,2,"Day,Sunny"
252,10072140764565668044_4060_000_4080_000,1552696057693903,0,"Day,Sunny"
253,10072140764565668044_4060_000_4080_000,1552696057693903,1,"Day,Sunny"
254,10072140764565668044_4060_000_4080_000,1552696057693903,2,"Day,Sunny"
255,10072140764565668044_4060_000_4080_000,1552696058093949,0,"Day,Sunny"
256,10072140764565668044_4060_000_4080_000,1552696058093949,1,"Day,Sunny"
257,10072140764565668044_4060_000_4080_000,1552696058093949,2,"Day,Sunny"
258,10072140764565668044_4060_000_4080_000,1552696058293912,0,"Day,Sunny"
259,10072140764565668044_4060_000_4080_000,1552696058293912,1,"Day,Sunny"
260,10072140764565668044_4060_000_4080_000,1552696058293912,2,"Day,Sunny"
261,10072140764565668044_4060_000_4080_000,1552696058493881,0,"Day,Sunny"
262,10072140764565668044_4060_000_4080_000,1552696058493881,1,"Day,Sunny"
263,10072140764565668044_4060_000_4080_000,1552696058493881,2,"Day,Sunny"
264,10072140764565668044_4060_000_4080_000,1552696058893820,0,"Day,Sunny"
265,10072140764565668044_4060_000_4080_000,1552696058893820,1,"Day,Sunny"
266,10072140764565668044_4060_000_4080_000,1552696058893820,2,"Day,Sunny"
267,10072140764565668044_4060_000_4080_000,1552696062693771,0,"Day,Sunny"
268,10072140764565668044_4060_000_4080_000,1552696062693771,1,"Day,Sunny"
269,10072140764565668044_4060_000_4080_000,1552696062693771,2,"Day,Sunny"
270,10072140764565668044_4060_000_4080_000,1552696063093783,0,"Day,Sunny"
271,10072140764565668044_4060_000_4080_000,1552696063093783,1,"Day,Sunny"
272,10072140764565668044_4060_000_4080_000,1552696063093783,2,"Day,Sunny"
273,10072140764565668044_4060_000_4080_000,1552696063293761,0,"Day,Sunny"
274,10072140764565668044_4060_000_4080_000,1552696063293761,1,"Day,Sunny"
275,10072140764565668044_4060_000_4080_000,1552696063293761,2,"Day,Sunny"
276,10072140764565668044_4060_000_4080_000,1552696063493785,0,"Day,Sunny"
277,10072140764565668044_4060_000_4080_000,1552696063493785,1,"Day,Sunny"
278,10072140764565668044_4060_000_4080_000,1552696063493785,2,"Day,Sunny"
279,10072140764565668044_4060_000_4080_000,1552696063893795,0,"Day,Sunny"
280,10072140764565668044_4060_000_4080_000,1552696063893795,1,"Day,Sunny"
281,10072140764565668044_4060_000_4080_000,1552696063893795,2,"Day,Sunny"
282,10072140764565668044_4060_000_4080_000,1552696067693731,0,"Day,Sunny"
283,10072140764565668044_4060_000_4080_000,1552696067693731,1,"Day,Sunny"
284,10072140764565668044_4060_000_4080_000,1552696067693731,2,"Day,Sunny"
285,10072140764565668044_4060_000_4080_000,1552696068093746,0,"Day,Sunny"
286,10072140764565668044_4060_000_4080_000,1552696068093746,1,"Day,Sunny"
287,10072140764565668044_4060_000_4080_000,1552696068093746,2,"Day,Sunny"
288,10072140764565668044_4060_000_4080_000,1552696068293759,0,"Day,Sunny"
289,10072140764565668044_4060_000_4080_000,1552696068293759,1,"Day,Sunny"
290,10072140764565668044_4060_000_4080_000,1552696068293759,2,"Day,Sunny"
291,10072140764565668044_4060_000_4080_000,1552696068493800,0,"Day,Sunny"
292,10072140764565668044_4060_000_4080_000,1552696068493800,1,"Day,Sunny"
293,10072140764565668044_4060_000_4080_000,1552696068493800,2,"Day,Sunny"
294,10072140764565668044_4060_000_4080_000,1552696068893815,0,"Day,Sunny"
295,10072140764565668044_4060_000_4080_000,1552696068893815,1,"Day,Sunny"
296,10072140764565668044_4060_000_4080_000,1552696068893815,2,"Day,Sunny"
297,10072231702153043603_5725_000_5745_000,1521741644518266,0,"Day,Cloudy"
298,10072231702153043603_5725_000_5745_000,1521741644518266,1,"Day,Cloudy"
299,10072231702153043603_5725_000_5745_000,1521741644518266,2,"Day,Sunny"
300,10072231702153043603_5725_000_5745_000,1521741644918034,0,"Day,Cloudy"
301,10072231702153043603_5725_000_5745_000,1521741644918034,1,"Day,Cloudy"
302,10072231702153043603_5725_000_5745_000,1521741644918034,2,"Day,Sunny"
303,10072231702153043603_5725_000_5745_000,1521741645117999,0,"Day,Cloudy"
304,10072231702153043603_5725_000_5745_000,1521741645117999,1,"Day,Cloudy"
305,10072231702153043603_5725_000_5745_000,1521741645117999,2,"Day,Sunny"
306,10072231702153043603_5725_000_5745_000,1521741645318015,0,"Day,Cloudy"
307,10072231702153043603_5725_000_5745_000,1521741645318015,1,"Day,Sunny"
308,10072231702153043603_5725_000_5745_000,1521741645318015,2,"Day,Sunny"
309,10072231702153043603_5725_000_5745_000,1521741645718133,0,"Day,Sunny"
310,10072231702153043603_5725_000_5745_000,1521741645718133,1,"Day,Cloudy"
311,10072231702153043603_5725_000_5745_000,1521741645718133,2,"Day,Sunny"
312,10072231702153043603_5725_000_5745_000,1521741649518549,0,"Day,Cloudy"
313,10072231702153043603_5725_000_5745_000,1521741649518549,1,"Day,Sunny"
314,10072231702153043603_5725_000_5745_000,1521741649518549,2,"Day,Rainy"
315,10072231702153043603_5725_000_5745_000,1521741649918392,0,"Day,Cloudy"
316,10072231702153043603_5725_000_5745_000,1521741649918392,1,"Day,Cloudy"
317,10072231702153043603_5725_000_5745_000,1521741649918392,2,"Day,Rainy"
318,10072231702153043603_5725_000_5745_000,1521741650118313,0,"Day,Cloudy"
319,10072231702153043603_5725_000_5745_000,1521741650118313,1,"Day,Cloudy"
320,10072231702153043603_5725_000_5745_000,1521741650118313,2,"Day,Rainy"
321,10072231702153043603_5725_000_5745_000,1521741650318277,0,"Day,Cloudy"
322,10072231702153043603_5725_000_5745_000,1521741650318277,1,"Day,Cloudy"
323,10072231702153043603_5725_000_5745_000,1521741650318277,2,"Day,Sunny"
324,10072231702153043603_5725_000_5745_000,1521741650718096,0,"Day,Cloudy"
325,10072231702153043603_5725_000_5745_000,1521741650718096,1,"Day,Sunny"
326,10072231702153043603_5725_000_5745_000,1521741650718096,2,"Day,Sunny"
327,10072231702153043603_5725_000_5745_000,1521741654518489,0,"Day,Sunny"
328,10072231702153043603_5725_000_5745_000,1521741654518489,1,"Day,Sunny"
329,10072231702153043603_5725_000_5745_000,1521741654518489,2,"Day,Sunny"
330,10072231702153043603_5725_000_5745_000,1521741654918357,0,"Day,Cloudy"
331,10072231702153043603_5725_000_5745_000,1521741654918357,1,"Day,Sunny"
332,10072231702153043603_5725_000_5745_000,1521741654918357,2,"Day,Rainy"
333,10072231702153043603_5725_000_5745_000,1521741655118361,0,"Day,Sunny"
334,10072231702153043603_5725_000_5745_000,1521741655118361,1,"Day,Sunny"
335,10072231702153043603_5725_000_5745_000,1521741655118361,2,"Day,Sunny"
336,10072231702153043603_5725_000_5745_000,1521741655318399,0,"Day,Cloudy"
337,10072231702153043603_5725_000_5745_000,1521741655318399,1,"Day,Cloudy"
338,10072231702153043603_5725_000_5745_000,1521741655318399,2,"Day,Rainy"
339,10072231702153043603_5725_000_5745_000,1521741655718562,0,"Day,Sunny"
340,10072231702153043603_5725_000_5745_000,1521741655718562,1,"Day,Cloudy"
341,10072231702153043603_5725_000_5745_000,1521741655718562,2,"Day,Sunny"
342,10072231702153043603_5725_000_5745_000,1521741659518668,0,"Day,Sunny"
343,10072231702153043603_5725_000_5745_000,1521741659518668,1,"Day,Cloudy"
344,10072231702153043603_5725_000_5745_000,1521741659518668,2,"Day,Rainy"
345,10072231702153043603_5725_000_5745_000,1521741659918571,0,"Day,Cloudy"
346,10072231702153043603_5725_000_5745_000,1521741659918571,1,"Day,Cloudy"
347,10072231702153043603_5725_000_5745_000,1521741659918571,2,"Day,Cloudy"
348,10072231702153043603_5725_000_5745_000,1521741660118539,0,"Day,Sunny"
349,10072231702153043603_5725_000_5745_000,1521741660118539,1,"Day,Cloudy"
350,10072231702153043603_5725_000_5745_000,1521741660118539,2,"Day,Cloudy"
351,10072231702153043603_5725_000_5745_000,1521741660318503,0,"Day,Sunny"
352,10072231702153043603_5725_000_5745_000,1521741660318503,1,"Day,Cloudy"
353,10072231702153043603_5725_000_5745_000,1521741660318503,2,"Day,Cloudy"
354,10072231702153043603_5725_000_5745_000,1521741660718366,0,"Day,Cloudy"
355,10072231702153043603_5725_000_5745_000,1521741660718366,1,"Day,Cloudy"
356,10072231702153043603_5725_000_5745_000,1521741660718366,2,"Day,Cloudy"
