context_name,context_frame,camera_id,image_index,condition
1024360143612057520_3580_000_3600_000,1553735857062203,0,54,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857062203,1,55,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857062203,2,56,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857262178,0,57,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857262178,1,58,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857262178,2,59,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857462157,0,60,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857462157,1,61,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857462157,2,62,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857662124,0,63,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857662124,1,64,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857662124,2,65,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857862083,0,66,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857862083,1,67,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735857862083,2,68,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858062042,0,69,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858062042,1,70,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858062042,2,71,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858262013,0,72,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858262013,1,73,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858262013,2,74,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858462028,0,75,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858462028,1,76,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858462028,2,77,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858662002,0,78,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858662002,1,79,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858662002,2,80,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858862016,0,81,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858862016,1,82,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735858862016,2,83,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859062024,0,84,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859062024,1,85,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859062024,2,86,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859262065,0,87,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859262065,1,88,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859262065,2,89,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859462109,0,90,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859462109,1,91,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859462109,2,92,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859662145,0,93,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859662145,1,94,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859662145,2,95,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859862154,0,96,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859862154,1,97,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735859862154,2,98,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860062175,0,99,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860062175,1,100,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860062175,2,101,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860262186,0,102,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860262186,1,103,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860262186,2,104,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860462226,0,105,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860462226,1,106,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860462226,2,107,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860662232,0,108,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860662232,1,109,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860662232,2,110,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860862243,0,111,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860862243,1,112,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735860862243,2,113,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861062239,0,114,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861062239,1,115,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861062239,2,116,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861262240,0,117,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861262240,1,118,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861262240,2,119,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861462246,0,120,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861462246,1,121,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861462246,2,122,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861662253,0,123,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861662253,1,124,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861662253,2,125,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861862234,0,126,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861862234,1,127,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735861862234,2,128,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862062212,0,129,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862062212,1,130,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862062212,2,131,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862262176,0,132,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862262176,1,133,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862262176,2,134,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862462146,0,135,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862462146,1,136,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862462146,2,137,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862662152,0,138,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862662152,1,139,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862662152,2,140,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735862862126,0,141,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862862126,1,142,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735862862126,2,143,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863062057,0,144,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863062057,1,145,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863062057,2,146,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863262015,0,147,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863262015,1,148,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863262015,2,149,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863461975,0,150,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863461975,1,151,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863461975,2,152,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863661986,0,153,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863661986,1,154,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863661986,2,155,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863861962,0,156,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863861962,1,157,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735863861962,2,158,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864061891,0,159,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864061891,1,160,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864061891,2,161,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864261871,0,162,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864261871,1,163,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864261871,2,164,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735864461816,0,165,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864461816,1,166,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864461816,2,167,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735864661784,0,168,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864661784,1,169,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864661784,2,170,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735864861760,0,171,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864861760,1,172,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735864861760,2,173,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865061732,0,174,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865061732,1,175,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865061732,2,176,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735865261737,0,177,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865261737,1,178,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865261737,2,179,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865461672,0,180,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865461672,1,181,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865461672,2,182,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735865661648,0,183,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865661648,1,184,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865661648,2,185,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735865861621,0,186,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865861621,1,187,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735865861621,2,188,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866061598,0,189,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866061598,1,190,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866061598,2,191,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866261612,0,192,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866261612,1,193,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866261612,2,194,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735866461625,0,195,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866461625,1,196,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866461625,2,197,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735866661637,0,198,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866661637,1,199,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866661637,2,200,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735866861614,0,201,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866861614,1,202,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735866861614,2,203,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735867061617,0,204,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867061617,1,205,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867061617,2,206,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867261587,0,207,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867261587,1,208,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867261587,2,209,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735867461549,0,210,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867461549,1,211,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867461549,2,212,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867661450,0,213,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867661450,1,214,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867661450,2,215,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735867861412,0,216,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867861412,1,217,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735867861412,2,218,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735868061395,0,219,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868061395,1,220,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868061395,2,221,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868261332,0,222,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868261332,1,223,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868261332,2,224,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735868461261,0,225,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868461261,1,226,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868461261,2,227,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735868661154,0,228,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868661154,1,229,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868661154,2,230,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735868861016,0,231,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868861016,1,232,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735868861016,2,233,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735869060798,0,234,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869060798,1,235,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869060798,2,236,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735869260539,0,237,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869260539,1,238,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869260539,2,239,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735869460051,0,240,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869460051,1,241,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869460051,2,242,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735869659406,0,243,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869659406,1,244,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869659406,2,245,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735869858585,0,246,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869858585,1,247,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735869858585,2,248,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735870057497,0,249,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870057497,1,250,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870057497,2,251,"Day,Rainy"
1024360143612057520_3580_000_3600_000,1553735870256214,0,252,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870256214,1,253,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870256214,2,254,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735870454820,0,255,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870454820,1,256,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870454820,2,257,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870653287,0,258,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870653287,1,259,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870653287,2,260,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870851746,0,261,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870851746,1,262,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735870851746,2,263,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871050097,0,264,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871050097,1,265,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871050097,2,266,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871248515,0,267,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871248515,1,268,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871248515,2,269,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871446893,0,270,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871446893,1,271,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871446893,2,272,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871645363,0,273,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871645363,1,274,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871645363,2,275,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871843829,0,276,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871843829,1,277,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735871843829,2,278,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872042401,0,279,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872042401,1,280,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872042401,2,281,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872241117,0,282,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872241117,1,283,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872241117,2,284,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872439992,0,285,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872439992,1,286,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872439992,2,287,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872639098,0,288,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872639098,1,289,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872639098,2,290,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735872838329,0,291,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872838329,1,292,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735872838329,2,293,"Day,Cloudy"
1024360143612057520_3580_000_3600_000,1553735873037671,0,294,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735873037671,1,295,"Day,Clear"
1024360143612057520_3580_000_3600_000,1553735873037671,2,296,"Day,Cloudy"
11048712972908676520_545_000_565_000,1522684691338241,0,297,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691338241,1,298,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691338241,2,299,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691538283,0,300,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691538283,1,301,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691538283,2,302,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691738357,0,303,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691738357,1,304,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691738357,2,305,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691938365,0,306,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691938365,1,307,"Day,Clear"
11048712972908676520_545_000_565_000,1522684691938365,2,308,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692138377,0,309,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692138377,1,310,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692138377,2,311,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692338302,0,312,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692338302,1,313,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692338302,2,314,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692538220,0,315,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692538220,1,316,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692538220,2,317,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692738073,0,318,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692738073,1,319,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692738073,2,320,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692937936,0,321,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692937936,1,322,"Day,Clear"
11048712972908676520_545_000_565_000,1522684692937936,2,323,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693137859,0,324,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693137859,1,325,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693137859,2,326,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693337780,0,327,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693337780,1,328,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693337780,2,329,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693537790,0,330,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693537790,1,331,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693537790,2,332,"Day,Cloudy"
11048712972908676520_545_000_565_000,1522684693737834,0,333,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693737834,1,334,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693737834,2,335,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693937803,0,336,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693937803,1,337,"Day,Clear"
11048712972908676520_545_000_565_000,1522684693937803,2,338,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694137891,0,339,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694137891,1,340,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694137891,2,341,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694337969,0,342,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694337969,1,343,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694337969,2,344,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694538044,0,345,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694538044,1,346,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694538044,2,347,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694738138,0,348,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694738138,1,349,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694738138,2,350,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694938138,0,351,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694938138,1,352,"Day,Clear"
11048712972908676520_545_000_565_000,1522684694938138,2,353,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695138062,0,354,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695138062,1,355,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695138062,2,356,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695337995,0,357,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695337995,1,358,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695337995,2,359,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695537960,0,360,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695537960,1,361,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695537960,2,362,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695737962,0,363,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695737962,1,364,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695737962,2,365,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695937882,0,366,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695937882,1,367,"Day,Clear"
11048712972908676520_545_000_565_000,1522684695937882,2,368,"Day,Clear"
